Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year
Food,12.857645184136183,Low Fat,0.026194237,Frozen Foods,79.0302,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248,40
Food,11.65,Regular,0.076002991,Snack Foods,83.4908,OUT045,2002,Medium,Tier 2,Supermarket Type1,503.3448,23
Non-Consumable,12.857645184136183,Non-Counsumable,0.080111611,Health and Hygiene,94.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,4065.3748,40
Food,9.3,Low Fat,0.043141572,Fruits and Vegetables,90.4172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408,16
Drinks,19.6,Low Fat,0.024276035,Dairy,45.3718,OUT045,2002,Medium,Tier 2,Supermarket Type1,614.5334,23
Food,11.35,Low Fat,0.03093263,Snack Foods,51.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,607.2096,16
Food,5.44,Regular,0.017096552,Baking Goods,178.137,OUT045,2002,Medium,Tier 2,Supermarket Type1,3175.866,23
Food,14.65,Low Fat,0.172357491,Fruits and Vegetables,50.8692,OUT017,2007,Medium,Tier 2,Supermarket Type1,788.3072,18
Food,12.35,Regular,0.185824165,Baking Goods,78.5328,OUT035,2004,Small,Tier 2,Supermarket Type1,695.0952,21
Food,12.85,Regular,0.152988295,Fruits and Vegetables,253.7382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2271.0438,18
Food,17.1,Low Fat,0.057792343,Breads,85.5566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452,26
Food,11.6,Regular,0.143897558,Dairy,240.6222,OUT013,1987,High,Tier 3,Supermarket Type1,2868.2664,38
Food,7.445,Low Fat,0.037845086,Baking Goods,75.5354,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204,18
Food,12.857645184136183,Regular,0.1748389,Fruits and Vegetables,142.8786,OUT019,1985,Small,Tier 1,Grocery Store,433.4358,40
Food,12.857645184136183,Regular,0.278730642,Fruits and Vegetables,63.2194,OUT019,1985,Small,Tier 1,Grocery Store,247.6776,40
Drinks,6.135,Low Fat,0.115500999,Soft Drinks,161.1236,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944,16
Food,8.68,Low Fat,0.01478914,Frozen Foods,97.7384,OUT010,1998,Medium,Tier 3,Grocery Store,98.5384,27
Non-Consumable,18.5,Non-Counsumable,0.033938279,Others,132.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.284,21
Food,14.3,Low Fat,0.026299797,Frozen Foods,79.4302,OUT013,1987,High,Tier 3,Supermarket Type1,1743.0644,38
Non-Consumable,12.857645184136183,Non-Counsumable,0.159394437,Others,105.6938,OUT019,1985,Small,Tier 1,Grocery Store,214.3876,40
Food,15.35,Low Fat,0.057792343,Snack Foods,88.283,OUT046,1997,Small,Tier 1,Supermarket Type1,1797.66,28
Food,17.7,Low Fat,0.057792343,Dairy,182.5292,OUT013,1987,High,Tier 3,Supermarket Type1,2736.438,38
Food,15.2,Regular,0.10377827,Fruits and Vegetables,175.6054,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.4756,28
Food,9.8,Regular,0.045522854,Baking Goods,35.0874,OUT017,2007,Medium,Tier 2,Supermarket Type1,352.874,18
Food,12.857645184136183,Low Fat,0.095331433,Frozen Foods,125.5678,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356,40
Food,15.25,Regular,0.057792343,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022,16
Food,17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,2007,Medium,Tier 2,Supermarket Type1,3111.9492,18
Food,7.55,Regular,0.030938774,Fruits and Vegetables,121.0072,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.6224,21
Food,12.857645184136183,Low Fat,0.026174636,Baking Goods,127.102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554,40
Food,19.7,Regular,0.160671255,Canned,254.7014,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.0196,21
Food,13.0,Regular,0.070243155,Snack Foods,65.7484,OUT013,1987,High,Tier 3,Supermarket Type1,391.4904,38
Food,12.857645184136183,Regular,0.038313981,Fruits and Vegetables,109.957,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.137,40
Food,11.8,Regular,0.170548238,Canned,113.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1382.2008,26
Food,20.35,Low Fat,0.060794097,Baking Goods,233.6616,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776,26
Food,16.85,Low Fat,0.036446751,Snack Foods,90.3488,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368,26
Drinks,7.63,Low Fat,0.061188147,Soft Drinks,94.0436,OUT045,2002,Medium,Tier 2,Supermarket Type1,1134.5232,23
Food,15.75,Low Fat,0.054884821,Baking Goods,195.3452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,38
Food,18.2,Regular,0.026064486,Baking Goods,241.8196,OUT046,1997,Small,Tier 1,Supermarket Type1,4097.3332,28
Food,13.85,Regular,0.025936747,Frozen Foods,164.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936,26
Food,10.895,Low Fat,0.035949725,Fruits and Vegetables,132.9284,OUT017,2007,Medium,Tier 2,Supermarket Type1,3295.71,18
Food,15.6,Low Fat,0.045168898,Dairy,242.9854,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.1686,16
Non-Consumable,11.3,Non-Counsumable,0.04767798,Household,181.466,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086,38
Non-Consumable,20.0,Non-Counsumable,0.058812134,Health and Hygiene,111.6544,OUT017,2007,Medium,Tier 2,Supermarket Type1,1565.9616,18
Food,19.35,Regular,0.018667601,Snack Foods,112.9544,OUT017,2007,Medium,Tier 2,Supermarket Type1,2908.2144,18
Food,15.6,Low Fat,0.087646694,Snack Foods,221.5798,OUT013,1987,High,Tier 3,Supermarket Type1,5509.495,38
Food,12.857645184136183,Low Fat,0.19033746,Snack Foods,159.4578,OUT019,1985,Small,Tier 1,Grocery Store,160.4578,40
Food,10.195,Regular,0.045165796,Fruits and Vegetables,118.4808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1640.5312,16
Food,12.857645184136183,Low Fat,0.039385518,Snack Foods,164.8526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416,40
Food,9.5,Regular,0.010914988,Snack Foods,183.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,2572.6512,21
Food,12.857645184136183,Low Fat,0.034203092,Baking Goods,43.3086,OUT027,1985,Medium,Tier 3,Supermarket Type3,624.5204,40
Food,10.65,Regular,0.085268317,Snack Foods,229.7668,OUT049,1999,Medium,Tier 1,Supermarket Type1,3916.2356,26
Food,12.857645184136183,Regular,0.084354713,Canned,215.5218,OUT027,1985,Medium,Tier 3,Supermarket Type3,4915.6014,40
Food,7.35,Low Fat,0.028571132,Fruits and Vegetables,40.8454,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356,38
Drinks,15.7,Low Fat,0.037383778,Soft Drinks,179.7634,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634,16
Food,12.857645184136183,Low Fat,0.042354152,Fruits and Vegetables,227.272,OUT027,1985,Medium,Tier 3,Supermarket Type3,7017.532,40
Food,15.85,Low Fat,0.043410693,Starchy Foods,39.4164,OUT018,2009,Medium,Tier 3,Supermarket Type2,154.4656,16
Food,13.8,Regular,0.056872392,Snack Foods,231.1984,OUT046,1997,Small,Tier 1,Supermarket Type1,5097.3648,28
Food,9.195,Regular,0.051573903,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1,785.644,38
Food,9.3,Low Fat,0.016113019,Dairy,248.8092,OUT017,2007,Medium,Tier 2,Supermarket Type1,5976.2208,18
Food,15.1,Low Fat,0.052295514,Meat,242.9512,OUT013,1987,High,Tier 3,Supermarket Type1,4847.024,38
Food,19.1,Low Fat,0.097127867,Fruits and Vegetables,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,16
Food,11.6,Regular,0.077284566,Frozen Foods,172.4106,OUT049,1999,Medium,Tier 1,Supermarket Type1,4277.765,26
Non-Consumable,7.27,Non-Counsumable,0.046653872,Health and Hygiene,98.6384,OUT045,2002,Medium,Tier 2,Supermarket Type1,1970.768,23
Non-Consumable,19.35,Non-Counsumable,0.02775746,Health and Hygiene,62.5168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1534.0032,26
Food,9.695,Low Fat,0.057792343,Fruits and Vegetables,186.7898,OUT010,1998,Medium,Tier 3,Grocery Store,561.2694,27
Non-Consumable,20.2,Non-Counsumable,0.057792343,Household,94.1462,OUT046,1997,Small,Tier 1,Supermarket Type1,832.9158,28
Drinks,12.857645184136183,Low Fat,0.003574698,Hard Drinks,154.6998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3229.7958,40
Food,10.5,Regular,0.11733375,Baking Goods,164.121,OUT017,2007,Medium,Tier 2,Supermarket Type1,2773.057,18
Food,12.5,Regular,0.081684728,Fruits and Vegetables,92.3488,OUT013,1987,High,Tier 3,Supermarket Type1,1177.1344,38
Food,12.857645184136183,Low Fat,0.079261744,Snack Foods,81.825,OUT019,1985,Small,Tier 1,Grocery Store,83.225,40
Food,17.75,Low Fat,0.030410273,Dairy,256.0672,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376,38
Non-Consumable,9.0,Non-Counsumable,0.069938838,Health and Hygiene,264.8884,OUT017,2007,Medium,Tier 2,Supermarket Type1,2914.8724,18
Drinks,17.85,Low Fat,0.037885683,Soft Drinks,190.4188,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.094,26
Food,12.857645184136183,Regular,0.235183205,Canned,41.548,OUT019,1985,Small,Tier 1,Grocery Store,79.896,40
Drinks,4.61,Low Fat,0.123151947,Hard Drinks,175.2396,OUT018,2009,Medium,Tier 3,Supermarket Type2,2093.2752,16
Food,8.75,Regular,0.074565098,Fruits and Vegetables,186.8556,OUT013,1987,High,Tier 3,Supermarket Type1,7322.4684,38
Food,7.155,Regular,0.169137707,Breads,35.2874,OUT017,2007,Medium,Tier 2,Supermarket Type1,388.1614,18
Food,12.857645184136183,Regular,0.057792343,Meat,182.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,7717.9536,40
Food,12.3,Low Fat,0.009429612,Baking Goods,71.338,OUT045,2002,Medium,Tier 2,Supermarket Type1,1098.57,23
Non-Consumable,7.93,Non-Counsumable,0.071076672,Health and Hygiene,44.9086,OUT013,1987,High,Tier 3,Supermarket Type1,802.9548,38
Drinks,8.01,Low Fat,0.070234306,Hard Drinks,34.9532,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298,21
Food,9.8,Low Fat,0.043663452,Snack Foods,217.185,OUT010,1998,Medium,Tier 3,Grocery Store,432.77,27
Food,12.857645184136183,Regular,0.059110912,Meat,199.3426,OUT019,1985,Small,Tier 1,Grocery Store,395.4852,40
Drinks,5.0,Low Fat,0.057792343,Soft Drinks,190.453,OUT010,1998,Medium,Tier 3,Grocery Store,379.506,27
Non-Consumable,19.6,Non-Counsumable,0.042324556,Health and Hygiene,150.9024,OUT010,1998,Medium,Tier 3,Grocery Store,303.6048,27
Non-Consumable,16.5,Non-Counsumable,0.012657494,Health and Hygiene,36.3506,OUT049,1999,Medium,Tier 1,Supermarket Type1,872.8638,26
Food,12.6,Low Fat,0.048857925,Breads,61.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1052.6298,26
Food,14.1,Low Fat,0.090185027,Canned,140.2496,OUT017,2007,Medium,Tier 2,Supermarket Type1,2681.8424,18
Non-Consumable,6.38,Non-Counsumable,0.015186146,Household,144.947,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528,26
Food,20.25,Regular,0.057792343,Dairy,194.2794,OUT049,1999,Medium,Tier 1,Supermarket Type1,4291.7468,26
Food,12.857645184136183,Low Fat,0.155541973,Meat,159.7578,OUT027,1985,Medium,Tier 3,Supermarket Type3,641.8312,40
Non-Consumable,12.3,Non-Counsumable,0.052502049,Household,190.853,OUT046,1997,Small,Tier 1,Supermarket Type1,4364.319,28
Food,15.6,Low Fat,0.172596885,Fruits and Vegetables,114.8518,OUT046,1997,Small,Tier 1,Supermarket Type1,2163.1842,28
Food,15.0,Low Fat,0.118868155,Snack Foods,229.4694,OUT035,2004,Small,Tier 2,Supermarket Type1,5937.6044,21
Non-Consumable,11.6,Non-Counsumable,0.037639672,Health and Hygiene,98.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1388.8588,26
Food,12.857645184136183,Regular,0.021031586,Canned,164.7184,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,40
Non-Consumable,12.857645184136183,Non-Counsumable,0.069968018,Others,83.9908,OUT019,1985,Small,Tier 1,Grocery Store,167.7816,40
Food,17.85,Low Fat,0.087963415,Breads,193.3794,OUT017,2007,Medium,Tier 2,Supermarket Type1,4291.7468,18
Food,14.8,Regular,0.043885147,Breads,108.757,OUT035,2004,Small,Tier 2,Supermarket Type1,1867.569,21
Drinks,7.905,Low Fat,0.064163983,Hard Drinks,229.9694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388,26
Food,12.857645184136183,Low Fat,0.057792343,Dairy,51.235,OUT019,1985,Small,Tier 1,Grocery Store,49.935,40
Food,12.857645184136183,Regular,0.057792343,Baking Goods,165.5868,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644,40
Food,11.8,Regular,0.02592132,Meat,101.9674,OUT035,2004,Small,Tier 2,Supermarket Type1,1731.7458,21
Food,14.0,Low Fat,0.023734872,Baking Goods,103.2332,OUT046,1997,Small,Tier 1,Supermarket Type1,1845.5976,28
Food,14.85,Regular,0.053921264,Baking Goods,123.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.1152,26
Non-Consumable,7.39,Non-Counsumable,0.120770963,Others,143.447,OUT018,2009,Medium,Tier 3,Supermarket Type2,2290.352,16
Food,15.0,Low Fat,0.118791698,Snack Foods,229.9694,OUT013,1987,High,Tier 3,Supermarket Type1,4339.0186,38
Food,12.857645184136183,Low Fat,0.034717799,Canned,179.4344,OUT027,1985,Medium,Tier 3,Supermarket Type3,6066.7696,40
Food,19.7,Low Fat,0.041823046,Frozen Foods,108.0912,OUT045,2002,Medium,Tier 2,Supermarket Type1,1965.4416,23
Food,10.8,Low Fat,0.164724567,Meat,98.4042,OUT010,1998,Medium,Tier 3,Grocery Store,99.2042,27
Non-Consumable,12.857645184136183,Non-Counsumable,0.174336148,Health and Hygiene,184.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431.628,40
Food,12.857645184136183,Regular,0.006295472,Baking Goods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.8038,40
Food,12.857645184136183,Regular,0.093463546,Frozen Foods,189.1214,OUT027,1985,Medium,Tier 3,Supermarket Type3,2261.0568,40
Food,12.857645184136183,Low Fat,0.067520165,Fruits and Vegetables,211.3586,OUT019,1985,Small,Tier 1,Grocery Store,422.1172,40
Drinks,9.6,Low Fat,0.161182103,Soft Drinks,165.3158,OUT010,1998,Medium,Tier 3,Grocery Store,334.2316,27
Food,10.695,Low Fat,0.053296868,Frozen Foods,59.6904,OUT046,1997,Small,Tier 1,Supermarket Type1,937.4464,28
Food,21.1,Regular,0.161474419,Fruits and Vegetables,62.9168,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856,21
Drinks,12.857645184136183,Low Fat,0.041740624,Dairy,98.3042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,40
Drinks,12.857645184136183,Low Fat,0.306542848,Soft Drinks,147.3102,OUT019,1985,Small,Tier 1,Grocery Store,291.6204,40
Drinks,6.135,Low Fat,0.079293753,Soft Drinks,111.286,OUT018,2009,Medium,Tier 3,Supermarket Type2,2263.72,16
Food,16.2,Low Fat,0.044472637,Frozen Foods,43.3454,OUT017,2007,Medium,Tier 2,Supermarket Type1,922.7988,18
Food,15.7,Low Fat,0.073816097,Baking Goods,253.4724,OUT045,2002,Medium,Tier 2,Supermarket Type1,2013.3792,23
Food,17.2,Regular,0.012080016,Canned,164.4184,OUT017,2007,Medium,Tier 2,Supermarket Type1,2641.8944,18
Non-Consumable,12.15,Non-Counsumable,0.02859825,Household,150.4708,OUT046,1997,Small,Tier 1,Supermarket Type1,2257.062,28
Food,12.857645184136183,Regular,0.076944658,Fruits and Vegetables,257.133,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433.657,40
Food,8.63,Regular,0.055084019,Snack Foods,114.7518,OUT010,1998,Medium,Tier 3,Grocery Store,455.4072,27
Food,15.0,Regular,0.162093059,Canned,182.5266,OUT018,2009,Medium,Tier 3,Supermarket Type2,1290.9862,16
Food,12.857645184136183,Low Fat,0.024546148,Frozen Foods,34.619,OUT019,1985,Small,Tier 1,Grocery Store,36.619,40
Food,12.857645184136183,Low Fat,0.118783796,Baking Goods,108.5596,OUT027,1985,Medium,Tier 3,Supermarket Type3,1725.7536,40
Food,8.975,Regular,0.052836076,Canned,86.6224,OUT045,2002,Medium,Tier 2,Supermarket Type1,1619.2256,23
Food,12.15,Low Fat,0.037889224,Meat,64.7826,OUT035,2004,Small,Tier 2,Supermarket Type1,904.1564,21
Food,6.895,Low Fat,0.022587621,Meat,143.7812,OUT017,2007,Medium,Tier 2,Supermarket Type1,1994.7368,18
Food,12.857645184136183,Low Fat,0.036213953,Snack Foods,92.5488,OUT027,1985,Medium,Tier 3,Supermarket Type3,2625.9152,40
Food,8.325,Low Fat,0.029779207,Fruits and Vegetables,39.3138,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,21
Drinks,8.785,Low Fat,0.020693619,Soft Drinks,153.1656,OUT017,2007,Medium,Tier 2,Supermarket Type1,1853.5872,18
Drinks,12.857645184136183,Low Fat,0.042037073,Dairy,172.6764,OUT027,1985,Medium,Tier 3,Supermarket Type3,6183.9504,40
Food,19.35,Regular,0.062516602,Baking Goods,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,3137.2496,21
Food,17.5,Regular,0.012620221,Dairy,144.8102,OUT010,1998,Medium,Tier 3,Grocery Store,291.6204,27
Food,16.75,Regular,0.008615,Meat,72.4038,OUT017,2007,Medium,Tier 2,Supermarket Type1,739.038,18
Food,8.895,Regular,0.137618927,Frozen Foods,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596,21
Food,7.71,Regular,0.047588696,Dairy,122.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,28
Non-Consumable,12.857645184136183,Non-Counsumable,0.050790917,Household,142.7786,OUT019,1985,Small,Tier 1,Grocery Store,144.4786,40
Food,15.7,Regular,0.037864721,Frozen Foods,124.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,1120.5414,28
Food,16.7,Low Fat,0.070551723,Dairy,217.685,OUT017,2007,Medium,Tier 2,Supermarket Type1,2163.85,18
Non-Consumable,20.35,Non-Counsumable,0.021326471,Household,76.1328,OUT046,1997,Small,Tier 1,Supermarket Type1,772.328,28
Non-Consumable,12.5,Non-Counsumable,0.018955479,Health and Hygiene,100.1384,OUT017,2007,Medium,Tier 2,Supermarket Type1,2167.8448,18
Food,15.1,Regular,0.105666833,Fruits and Vegetables,41.6796,OUT046,1997,Small,Tier 1,Supermarket Type1,495.3552,28
Non-Consumable,14.0,Non-Counsumable,0.040725405,Household,43.4454,OUT010,1998,Medium,Tier 3,Grocery Store,41.9454,27
Drinks,8.365,Low Fat,0.072252888,Hard Drinks,39.6506,OUT017,2007,Medium,Tier 2,Supermarket Type1,834.9132,18
Food,10.695,Regular,0.061008889,Breakfast,177.5712,OUT017,2007,Medium,Tier 2,Supermarket Type1,2636.568,18
Non-Consumable,5.21,Non-Counsumable,0.011007815,Household,259.5962,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.9582,21
Food,13.65,Regular,0.057792343,Meat,37.9532,OUT045,2002,Medium,Tier 2,Supermarket Type1,575.2512,23
Drinks,8.01,Low Fat,0.070247589,Hard Drinks,37.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.2216,28
Food,5.88,Regular,0.030294931,Frozen Foods,104.099,OUT049,1999,Medium,Tier 1,Supermarket Type1,412.796,26
Non-Consumable,5.615,Non-Counsumable,0.210511558,Health and Hygiene,121.373,OUT010,1998,Medium,Tier 3,Grocery Store,123.173,27
Food,19.7,Low Fat,0.0650227,Canned,87.0198,OUT049,1999,Medium,Tier 1,Supermarket Type1,697.7584,26
Food,12.857645184136183,Regular,0.173587926,Dairy,60.0194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,40
Food,18.25,Regular,0.183579854,Dairy,110.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,1977.426,26
Food,15.35,Regular,0.113678422,Fruits and Vegetables,189.7504,OUT018,2009,Medium,Tier 3,Supermarket Type2,2492.7552,16
Food,12.857645184136183,Low Fat,0.078174543,Canned,39.9506,OUT027,1985,Medium,Tier 3,Supermarket Type3,721.0614,40
Food,10.3,Low Fat,0.027292686,Fruits and Vegetables,101.2042,OUT013,1987,High,Tier 3,Supermarket Type1,396.8168,38
Food,13.65,Regular,0.026602089,Meat,35.1532,OUT046,1997,Small,Tier 1,Supermarket Type1,790.9704,28
Food,8.615,Low Fat,0.116226984,Fruits and Vegetables,95.9436,OUT035,2004,Small,Tier 2,Supermarket Type1,2741.7644,21
Food,5.8,Low Fat,0.131221393,Dairy,87.8172,OUT045,2002,Medium,Tier 2,Supermarket Type1,1070.6064,23
Food,8.3,Low Fat,0.035409328,Fruits and Vegetables,36.2506,OUT049,1999,Medium,Tier 1,Supermarket Type1,834.9132,26
Non-Consumable,16.0,Non-Counsumable,0.057792343,Household,210.4902,OUT045,2002,Medium,Tier 2,Supermarket Type1,3610.6334,23
Food,5.155,Low Fat,0.083327693,Frozen Foods,247.2776,OUT049,1999,Medium,Tier 1,Supermarket Type1,5944.2624,26
Food,8.895,Regular,0.08125293,Snack Foods,49.8008,OUT045,2002,Medium,Tier 2,Supermarket Type1,1062.6168,23
Food,15.1,Regular,0.057792343,Fruits and Vegetables,63.7194,OUT018,2009,Medium,Tier 3,Supermarket Type2,1362.2268,16
Food,15.5,Low Fat,0.103422709,Snack Foods,144.847,OUT035,2004,Small,Tier 2,Supermarket Type1,1717.764,21
Food,6.325,Low Fat,0.125688044,Frozen Foods,100.9042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.2882,16
Food,12.857645184136183,Regular,0.187443314,Fruits and Vegetables,145.8786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572,40
Food,9.3,Low Fat,0.04295842,Fruits and Vegetables,89.3172,OUT035,2004,Small,Tier 2,Supermarket Type1,2051.9956,21
Non-Consumable,12.857645184136183,Non-Counsumable,0.034938717,Household,49.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,826.2578,40
Non-Consumable,20.6,Non-Counsumable,0.045603215,Health and Hygiene,149.2392,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584,16
Food,15.5,Regular,0.085834992,Frozen Foods,49.6692,OUT046,1997,Small,Tier 1,Supermarket Type1,788.3072,28
Non-Consumable,9.195,Non-Counsumable,0.048050783,Household,105.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952,21
Food,5.695,Low Fat,0.065589906,Frozen Foods,258.2646,OUT046,1997,Small,Tier 1,Supermarket Type1,5410.9566,28
Food,12.857645184136183,Low Fat,0.173529036,Fruits and Vegetables,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692,40
Food,5.94,Regular,0.029492018,Breads,188.0556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778,16
Food,6.36,Low Fat,0.121225455,Fruits and Vegetables,45.906,OUT017,2007,Medium,Tier 2,Supermarket Type1,1118.544,18
Drinks,12.857645184136183,Low Fat,0.114475357,Soft Drinks,160.9236,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304,40
Food,4.805,Regular,0.057792343,Dairy,123.9704,OUT045,2002,Medium,Tier 2,Supermarket Type1,2253.0672,23
Non-Consumable,14.85,Non-Counsumable,0.060927824,Household,254.8698,OUT013,1987,High,Tier 3,Supermarket Type1,4819.7262,38
Non-Consumable,14.5,Non-Counsumable,0.019459164,Others,161.621,OUT013,1987,High,Tier 3,Supermarket Type1,2120.573,38
Food,10.3,Regular,0.050070476,Canned,77.896,OUT046,1997,Small,Tier 1,Supermarket Type1,1278.336,28
Food,12.15,Low Fat,0.06227604,Starchy Foods,37.9532,OUT035,2004,Small,Tier 2,Supermarket Type1,1078.596,21
Food,11.5,Low Fat,0.046217345,Snack Foods,120.3124,OUT045,2002,Medium,Tier 2,Supermarket Type1,474.0496,23
Non-Consumable,19.1,Non-Counsumable,0.177270016,Household,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.422,28
Food,12.857645184136183,Regular,0.080127283,Snack Foods,168.7132,OUT019,1985,Small,Tier 1,Grocery Store,338.2264,40
Food,15.5,Regular,0.076059648,Baking Goods,265.1568,OUT018,2009,Medium,Tier 3,Supermarket Type2,2109.2544,16
Food,7.31,Low Fat,0.026788937,Snack Foods,110.357,OUT046,1997,Small,Tier 1,Supermarket Type1,3185.853,28
Food,18.7,Low Fat,0.089197963,Snack Foods,257.3672,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376,38
Food,7.0,Low Fat,0.151279591,Canned,107.028,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256,38
Food,12.5,Low Fat,0.112203445,Canned,121.144,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128,21
Non-Consumable,9.395,Non-Counsumable,0.039961837,Others,84.0908,OUT046,1997,Small,Tier 1,Supermarket Type1,419.454,28
Food,10.5,Regular,0.048207017,Dairy,45.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,575.2512,28
Food,5.785,Regular,0.064871045,Fruits and Vegetables,262.1252,OUT010,1998,Medium,Tier 3,Grocery Store,786.9756,27
Food,16.7,Regular,0.042685217,Dairy,120.7782,OUT049,1999,Medium,Tier 1,Supermarket Type1,1072.6038,26
Food,5.845,Regular,0.105181277,Frozen Foods,214.4218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343.045,26
Food,9.395,Low Fat,0.103751236,Snack Foods,235.8932,OUT046,1997,Small,Tier 1,Supermarket Type1,942.7728,28
Food,5.94,Low Fat,0.035028853,Canned,179.8344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408,16
Food,6.15,Low Fat,0.046262201,Baking Goods,97.8384,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.3064,21
Food,20.35,Low Fat,0.060688248,Baking Goods,234.2616,OUT035,2004,Small,Tier 2,Supermarket Type1,4687.232,21
Food,17.1,Regular,0.078347922,Canned,141.8838,OUT010,1998,Medium,Tier 3,Grocery Store,280.9676,27
Food,12.857645184136183,Low Fat,0.088828418,Breakfast,192.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7943.6598,40
Food,5.765,Low Fat,0.081944045,Baking Goods,36.7164,OUT013,1987,High,Tier 3,Supermarket Type1,849.5608,38
Food,12.65,Low Fat,0.123726711,Meat,107.7938,OUT017,2007,Medium,Tier 2,Supermarket Type1,2251.0698,18
Food,10.5,Regular,0.013485235,Snack Foods,140.0154,OUT013,1987,High,Tier 3,Supermarket Type1,3119.9388,38
Food,18.25,Low Fat,0.077659918,Snack Foods,260.2962,OUT013,1987,High,Tier 3,Supermarket Type1,1035.9848,38
Food,11.65,Low Fat,0.057792343,Baking Goods,149.8024,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.6288,16
